epoch,train_loss,val_loss,epoch_time,lr
1,0.3456169664859772,0.3230448067188263,0.29133057594299316,0.0005
2,0.3327433466911316,0.319171279668808,0.002392292022705078,0.0005
3,0.320904940366745,0.3155410587787628,0.0026297569274902344,0.0005
4,0.3101610243320465,0.31209075450897217,0.002761363983154297,0.0005
5,0.30044201016426086,0.30878719687461853,0.0025815963745117188,0.0005
6,0.29134613275527954,0.30559012293815613,0.002551555633544922,0.0005
7,0.2826460897922516,0.30246734619140625,0.0026388168334960938,0.0005
8,0.27387791872024536,0.2993887662887573,0.002578258514404297,0.0005
9,0.26601889729499817,0.29631397128105164,0.0025720596313476562,0.0005
10,0.2583383023738861,0.293200820684433,0.0026235580444335938,0.0005
11,0.2512655258178711,0.2900258004665375,0.0026929378509521484,0.0005
12,0.2435663342475891,0.28676366806030273,0.0025718212127685547,0.0005
13,0.23632702231407166,0.2834020256996155,0.0025701522827148438,0.0005
14,0.23025651276111603,0.2799084186553955,0.002611875534057617,0.0005
15,0.22326552867889404,0.2762511670589447,0.002225637435913086,0.0005
16,0.21802185475826263,0.2723965346813202,0.002308368682861328,0.0005
17,0.21201936900615692,0.2683313190937042,0.0023212432861328125,0.0005
18,0.2066669762134552,0.2640550434589386,0.002234935760498047,0.0005
19,0.2006525844335556,0.2595730125904083,0.0023221969604492188,0.0005
20,0.19623783230781555,0.25490865111351013,0.002368450164794922,0.0005
21,0.19174526631832123,0.2501019239425659,0.002270221710205078,0.0005
22,0.18668164312839508,0.24520204961299896,0.0022602081298828125,0.0005
23,0.18310241401195526,0.24024397134780884,0.0023500919342041016,0.0005
24,0.1787230223417282,0.23527592420578003,0.0023674964904785156,0.0005
25,0.17541351914405823,0.23032057285308838,0.002276182174682617,0.0005
26,0.1718088537454605,0.2253999561071396,0.0023276805877685547,0.0005
27,0.16783486306667328,0.22053425014019012,0.002304553985595703,0.0005
28,0.16406312584877014,0.21571987867355347,0.0022940635681152344,0.0005
29,0.16121862828731537,0.21096178889274597,0.002348184585571289,0.0005
30,0.1576477587223053,0.20625747740268707,0.002426624298095703,0.0005
31,0.15374810993671417,0.20160852372646332,0.002295970916748047,0.0005
32,0.1502828449010849,0.19698873162269592,0.0022399425506591797,0.0005
33,0.14716240763664246,0.19233383238315582,0.0022630691528320312,0.0005
34,0.14510011672973633,0.18762734532356262,0.00226593017578125,0.0005
35,0.14090149104595184,0.18283404409885406,0.0022780895233154297,0.0005
36,0.13858330249786377,0.17790649831295013,0.0028939247131347656,0.0005
37,0.13567855954170227,0.17288142442703247,0.0023741722106933594,0.0005
38,0.1337185651063919,0.16775821149349213,0.0022783279418945312,0.0005
39,0.13091972470283508,0.1625414937734604,0.002267122268676758,0.0005
40,0.1279100477695465,0.1572832614183426,0.0023279190063476562,0.0005
41,0.12567958235740662,0.15198898315429688,0.002321958541870117,0.0005
42,0.12331712245941162,0.14669401943683624,0.002328157424926758,0.0005
43,0.12223276495933533,0.14148181676864624,0.0022847652435302734,0.0005
44,0.12027902156114578,0.13632003962993622,0.0023086071014404297,0.0005
45,0.11809350550174713,0.13129311800003052,0.00225830078125,0.0005
46,0.1171981543302536,0.12646529078483582,0.002315044403076172,0.0005
47,0.11497337371110916,0.12182147800922394,0.002427339553833008,0.0005
48,0.11354818940162659,0.11739886552095413,0.002267599105834961,0.0005
49,0.11315330862998962,0.11326713860034943,0.0022673606872558594,0.0005
50,0.11153765767812729,0.1093975082039833,0.0024602413177490234,0.0005
51,0.11004649102687836,0.1058129221200943,0.0023703575134277344,0.0005
52,0.10953078418970108,0.10256002843379974,0.0023703575134277344,0.0005
53,0.10905137658119202,0.0996212586760521,0.0023212432861328125,0.0005
54,0.10805448889732361,0.09694076329469681,0.0028498172760009766,0.0005
55,0.10720603168010712,0.0946105346083641,0.0024139881134033203,0.0005
56,0.10658960044384003,0.09252356737852097,0.0025177001953125,0.0005
57,0.10602579265832901,0.09070397913455963,0.002399444580078125,0.0005
58,0.1055852547287941,0.08914537727832794,0.0023963451385498047,0.0005
59,0.10440483689308167,0.08774886280298233,0.002402782440185547,0.0005
60,0.10397055745124817,0.08653503656387329,0.0024063587188720703,0.0005
61,0.1036219596862793,0.08550474047660828,0.002397298812866211,0.0005
62,0.10302906483411789,0.08459748327732086,0.002466440200805664,0.0005
63,0.10234682261943817,0.08370815217494965,0.0024788379669189453,0.0005
64,0.10176022350788116,0.08286703377962112,0.0023145675659179688,0.0005
65,0.10154542326927185,0.08209995925426483,0.0023844242095947266,0.0005
66,0.10049218684434891,0.08138687908649445,0.002351522445678711,0.0005
67,0.09976250678300858,0.08071466535329819,0.002194643020629883,0.0005
68,0.0997450053691864,0.08001246303319931,0.0021734237670898438,0.0005
69,0.09941800683736801,0.07929737865924835,0.0022118091583251953,0.0005
70,0.09928107261657715,0.07862044125795364,0.002264261245727539,0.0005
71,0.0981108546257019,0.07799039781093597,0.0023107528686523438,0.0005
72,0.09803148359060287,0.07739197462797165,0.0022220611572265625,0.0005
73,0.09812061488628387,0.07681582123041153,0.0023233890533447266,0.0005
74,0.09755226969718933,0.07630519568920135,0.002344369888305664,0.0005
75,0.09669563919305801,0.07581011205911636,0.0028357505798339844,0.0005
76,0.09637533873319626,0.07537174224853516,0.0024535655975341797,0.0005
77,0.09695036709308624,0.07490953058004379,0.0024988651275634766,0.0005
78,0.09635595977306366,0.07440582662820816,0.0030646324157714844,0.0005
79,0.09584527462720871,0.07391802221536636,0.0032083988189697266,0.0005
80,0.09536648541688919,0.07341544330120087,0.002702474594116211,0.0005
81,0.09513939172029495,0.07291245460510254,0.0023882389068603516,0.0005
82,0.09495603293180466,0.07244489341974258,0.002551555633544922,0.0005
83,0.09448054432868958,0.07198376208543777,0.002446889877319336,0.0005
84,0.09421458095312119,0.07158475369215012,0.0027070045471191406,0.0005
85,0.0941067636013031,0.0712629109621048,0.002754688262939453,0.0005
86,0.09339233487844467,0.07098124176263809,0.0024094581604003906,0.0005
87,0.09346242249011993,0.07076870650053024,0.0030617713928222656,0.0005
88,0.09345924109220505,0.07056848704814911,0.0029113292694091797,0.0005
89,0.09324096143245697,0.07038560509681702,0.003206968307495117,0.0005
90,0.09295926988124847,0.0702468603849411,0.0029337406158447266,0.0005
91,0.09205812215805054,0.07020171731710434,0.002443552017211914,0.0005
92,0.09239944815635681,0.07023383677005768,0.002553701400756836,0.0005
93,0.091824971139431,0.07026445120573044,0.0023620128631591797,0.0005
94,0.0916733667254448,0.07032771408557892,0.002315998077392578,0.0005
95,0.0917239710688591,0.07037722319364548,0.002430438995361328,0.0005
96,0.09166861325502396,0.07041654735803604,0.0023381710052490234,0.0005
97,0.09176596999168396,0.0704495832324028,0.0026025772094726562,0.0005
98,0.09135771542787552,0.07045451551675797,0.0025975704193115234,0.0005
99,0.09149160236120224,0.07050181925296783,0.002559185028076172,0.0005
100,0.09105373173952103,0.07051555812358856,0.0035910606384277344,0.0005
101,0.09035985916852951,0.07053831219673157,0.0029540061950683594,0.0005
102,0.0904795303940773,0.07058680057525635,0.0030710697174072266,0.0005
103,0.09049273282289505,0.07068900763988495,0.0028934478759765625,0.0005
104,0.0900491327047348,0.07076997309923172,0.0028269290924072266,0.0005
105,0.08994194120168686,0.07082298398017883,0.0023581981658935547,0.0005
106,0.08960027247667313,0.0707901269197464,0.0027360916137695312,0.0005
107,0.08930204063653946,0.07064705342054367,0.0024988651275634766,0.0005
108,0.08928056806325912,0.07053676247596741,0.0026280879974365234,0.0005
109,0.08850716799497604,0.07046835869550705,0.002489805221557617,0.0005
110,0.08932758122682571,0.07040931284427643,0.0032181739807128906,0.0005
111,0.08907154202461243,0.07035905122756958,0.0023164749145507812,0.0005
